id,features
2280,"[-0.518147885799408, 0.876377522945404, 1.1713191270828247, 0.7019586563110352, -1.5331501960754395, 0.07674811035394669, 0.20879781246185303, -0.27763134241104126, -0.5829600095748901, -0.7189632654190063]"
2290,"[-0.9160714149475098, 0.2185574769973755, -0.04212122783064842, 0.400015264749527, -0.33799615502357483, 0.20869742333889008, -0.16669724881649017, -0.7294628620147705, -0.4794175922870636, 0.9631457328796387]"
2300,"[0.28887152671813965, 0.9552509188652039, 0.9880518317222595, -1.3213986158370972, -1.3342591524124146, -0.15052609145641327, -1.9931981563568115, 1.3159749507904053, 1.4950218200683594, 1.2203415632247925]"
2310,"[0.31534042954444885, 0.5133224725723267, 0.7015095353126526, -0.3954978883266449, -0.04785553365945816, 1.0856786966323853, 1.619631290435791, 0.5882972478866577, -0.8785043954849243, 0.276992529630661]"
2320,"[-0.47144660353660583, -0.992638349533081, 0.49936240911483765, -1.5304889678955078, 0.11787792295217514, -0.2947191596031189, -2.2086880207061768, 1.1398018598556519, 3.4796788692474365, -0.3203454315662384]"
2340,"[-0.8153567314147949, 1.2871170043945312, -0.7665547132492065, 1.334191918373108, 0.5794125199317932, -1.298962950706482, 0.30654218792915344, 1.3282740116119385, 0.09183136373758316, 0.6174864172935486]"
2360,"[0.786502480506897, 0.14149631559848785, -3.337078332901001, 1.100174903869629, 0.13238202035427094, -0.36225923895835876, -0.5391406416893005, 1.4297031164169312, 0.23994208872318268, 0.17836633324623108]"
2370,"[0.18789267539978027, 0.4753971993923187, 0.08181552588939667, -0.18188543617725372, -0.39756038784980774, 1.7156814336776733, 0.15333713591098785, 0.2176392525434494, 1.4237594604492188, 0.2428341954946518]"
2380,"[-0.07760635763406754, -0.8318419456481934, 0.33205321431159973, 0.9369328022003174, 0.6558116674423218, 0.6195077300071716, -1.3835961818695068, 1.4889850616455078, 0.07970133423805237, 0.2663458287715912]"
2410,"[-1.2760357856750488, -0.22312702238559723, 0.0002524118172004819, -0.7710576057434082, -0.2448611706495285, -0.13747864961624146, -0.20856088399887085, -1.1038424968719482, 1.3767544031143188, 1.0313955545425415]"
2420,"[-0.9033842086791992, 0.8680207133293152, 0.3245399594306946, 0.37422990798950195, -0.16050125658512115, -0.22606518864631653, -2.080575466156006, 2.950546979904175, 1.4232560396194458, -0.7645788788795471]"
2450,"[-0.6066491007804871, 0.5578306913375854, -0.5262348055839539, 0.47850194573402405, 0.36277225613594055, 0.18116408586502075, -0.8930381536483765, -0.01495056226849556, -0.2496863156557083, 0.17574621737003326]"
2470,"[1.628344178199768, 1.7094457149505615, -0.0667891874909401, 0.9896445274353027, 0.09440121054649353, -0.6071937680244446, -0.6035382747650146, 1.0581858158111572, 0.864823043346405, 1.4958751201629639]"
2490,"[1.138161301612854, -0.5809625387191772, 1.2888405323028564, 0.14054949581623077, -1.843510627746582, -1.7667776346206665, 1.9561187028884888, -0.9827249050140381, -0.6367671489715576, 0.4398300349712372]"
2500,"[-0.04611296206712723, 0.29080265760421753, -0.5920718312263489, 0.24511666595935822, -0.5308797955513, 0.06010941416025162, -0.1687098741531372, 0.12524829804897308, 0.2630135416984558, 0.1875596046447754]"
2520,"[0.5731207132339478, -0.15904797613620758, -1.6818735599517822, 0.7649146318435669, -0.034583911299705505, -0.8019322752952576, 0.34030038118362427, -0.1096215471625328, -0.6046237945556641, -1.4966355562210083]"
2530,"[-1.1667712926864624, -1.005495548248291, -0.12256787717342377, 1.509945034980774, -1.8409438133239746, -2.1005918979644775, 0.7328696846961975, -1.8482273817062378, 0.37536153197288513, -1.095915675163269]"
2560,"[-0.47182855010032654, 0.7573207020759583, -1.30607008934021, -0.0703674778342247, -0.14368359744548798, 0.033669695258140564, 1.1597145795822144, -1.48280668258667, -0.10190471261739731, 0.6273931860923767]"
2570,"[1.6948792934417725, -0.7725909948348999, -0.003276774426922202, -0.7083399891853333, -1.5349863767623901, 0.18478864431381226, -0.8741022944450378, 0.5804493427276611, 1.7278099060058594, 0.6493960022926331]"
2580,"[1.5377002954483032, 1.2396644353866577, 0.5979263186454773, 0.43012571334838867, -1.1145741939544678, -2.4400596618652344, -2.0658957958221436, -0.5042387247085571, 1.6006662845611572, 0.879497766494751]"
2600,"[0.29063481092453003, 0.3565301299095154, 0.505852460861206, 0.19814786314964294, 0.07517129182815552, -0.798202395439148, 0.3592666685581207, -0.7036744952201843, -1.0370023250579834, -0.27352818846702576]"
2630,"[1.8814188241958618, 2.15716290473938, 1.6527955532073975, 0.09840336441993713, -0.6630510091781616, 1.4314424991607666, -0.2913432717323303, -0.3712346851825714, 0.21638093888759613, 0.40637508034706116]"
2640,"[-0.5271328091621399, -1.5861115455627441, 1.3667857646942139, -0.13783292472362518, -0.24368710815906525, -0.008829730562865734, -0.7186579704284668, -1.7035338878631592, 0.7051903605461121, -1.275201678276062]"
2690,"[1.403935194015503, 0.0197916142642498, -0.8105326890945435, -0.5319445729255676, -2.73154878616333, 0.6422325968742371, -1.473398208618164, -0.9498711228370667, -0.5164166688919067, 1.4952263832092285]"
2700,"[-2.507387638092041, -0.8059041500091553, -0.09265545755624771, 0.0013353636022657156, 2.4683916568756104, 0.3818958103656769, -0.396749347448349, 0.14785300195217133, 0.4399154484272003, -0.3658526837825775]"
2710,"[-0.07558456808328629, -1.1395097970962524, 1.121582269668579, -0.6857241988182068, 0.161017045378685, 1.9329146146774292, 2.2714765071868896, 1.2911927700042725, 0.12668755650520325, 1.941692590713501]"
2720,"[0.514581561088562, 0.7492980360984802, 1.1504733562469482, -1.3722559213638306, 0.7049146294593811, -0.46831896901130676, 0.4051530063152313, -0.5136313438415527, 1.161710262298584, 0.06421817094087601]"
2730,"[2.472926378250122, -0.33678004145622253, -0.5131879448890686, 2.7074265480041504, -1.4628798961639404, 0.704680323600769, -1.5895271301269531, -0.5510304570198059, -0.6139212846755981, -0.3764791488647461]"
2750,"[1.8740179538726807, -1.3965543508529663, -2.080902576446533, 1.7805620431900024, -0.7312501668930054, 0.686093807220459, 0.5265656113624573, 0.9944401383399963, 0.308185875415802, 0.9220346808433533]"
2770,"[0.439940482378006, 0.6350536346435547, 0.5834816694259644, 1.2114638090133667, -0.06953238695859909, 0.30192020535469055, -0.5072055459022522, -0.03911331668496132, -0.33935412764549255, 2.5367238521575928]"
2780,"[0.0971190556883812, -0.18480490148067474, 0.3118424713611603, -0.10068797320127487, -0.1389133185148239, 1.7505429983139038, 0.9088454246520996, -0.08217989653348923, 0.5659763813018799, 1.3591785430908203]"
2800,"[-0.7514297962188721, 0.09663016349077225, 0.9703032374382019, 0.2904622256755829, -0.9403392672538757, 0.2462945580482483, -0.4326189458370209, 0.3820495009422302, 0.174259752035141, -0.1253163069486618]"
2840,"[1.0768626928329468, 1.0492002964019775, -0.36331480741500854, -0.19662925601005554, -0.8415446877479553, 0.47428789734840393, -0.0019292441429570317, -0.3476756811141968, -2.048750638961792, -0.765897274017334]"
2860,"[0.7013685703277588, 0.1712968945503235, -0.9806340932846069, 1.1262736320495605, 0.554753839969635, -0.9371687173843384, -0.25343576073646545, 0.28900185227394104, 0.26639699935913086, 0.6578779220581055]"
2870,"[0.33673349022865295, 0.7633416652679443, 0.3494069576263428, 0.6561611890792847, 3.1921749114990234, 0.4241388142108917, 2.209399461746216, 0.19548946619033813, 0.3194270133972168, 0.7379156351089478]"
2890,"[-0.13317905366420746, 0.20505723357200623, -1.311046838760376, 2.6280391216278076, -1.8524935245513916, 0.9298601746559143, -1.0362085103988647, -2.1668591499328613, -0.5886298418045044, 0.4534884989261627]"
2940,"[1.0059571266174316, 0.013337266631424427, -0.24594761431217194, 0.08331495523452759, 2.2406654357910156, 1.4096440076828003, 0.3924731910228729, 1.0105587244033813, 1.2828553915023804, -0.2875964641571045]"
2950,"[-0.5976381301879883, -1.673688292503357, -0.7880008816719055, 0.010871423408389091, 1.7799880504608154, -0.1297592669725418, -1.209394931793213, 1.4481450319290161, 1.4432768821716309, 0.11435772478580475]"
2960,"[0.864082396030426, -0.861369252204895, 0.049441587179899216, 1.6936955451965332, -0.817995011806488, 2.514619827270508, -1.0617380142211914, -0.12149959057569504, -0.38696548342704773, 1.0195245742797852]"
2970,"[1.2178148031234741, 0.1523524820804596, 1.1705851554870605, -0.10850821435451508, 0.8798697590827942, -0.7333731055259705, 0.082138791680336, 0.6197196841239929, 1.0998848676681519, -0.6589643955230713]"
2980,"[0.6444520950317383, -0.48379239439964294, -0.28171223402023315, -0.3134290874004364, 0.21436406672000885, 0.08903656154870987, 0.14697465300559998, -0.06333499401807785, -0.15416458249092102, -0.032296210527420044]"
2990,"[0.1622748225927353, 0.3398546278476715, 0.607271134853363, 2.0481345653533936, 0.9221093058586121, -2.1907761096954346, -1.2781202793121338, 0.3141677677631378, 0.5701322555541992, 1.1272543668746948]"
3000,"[0.1432233601808548, 1.6406028270721436, 2.4766666889190674, 1.9557205438613892, 1.1659539937973022, -0.04984195902943611, -0.6903735399246216, 1.0686101913452148, 3.0389931201934814, 1.4776761531829834]"
3020,"[-0.9393053650856018, -0.5284384489059448, -0.7941561341285706, -1.6440935134887695, -2.878950595855713, 1.519622564315796, 0.7478094100952148, 0.45572444796562195, 0.15552182495594025, 1.628536343574524]"
3030,"[-2.305039882659912, 0.7656745910644531, -0.27556750178337097, 0.10613615810871124, -0.030522534623742104, -0.4522992670536041, 0.5584474205970764, -1.8196386098861694, -1.9601777791976929, 2.9245707988739014]"
3040,"[0.2697298526763916, -0.8581512570381165, -0.9818859100341797, -0.498430073261261, -0.04433637857437134, 1.0328576564788818, 0.9373900890350342, -1.1063569784164429, -0.03443776071071625, 0.528183102607727]"
3050,"[-0.2881951332092285, 0.5251399874687195, -0.16867390275001526, 0.0013363221660256386, 0.3365829586982727, 2.1087679862976074, 1.380997657775879, -0.20079509913921356, -0.9919201135635376, 0.7127779722213745]"
3060,"[0.04419485479593277, 2.463592052459717, 0.19905950129032135, 1.2906826734542847, 0.3469144403934479, -1.5228703022003174, 0.17209036648273468, -1.8661490678787231, -0.036961790174245834, 0.8677225708961487]"
3070,"[-0.35007357597351074, 2.4361438751220703, 0.04595324397087097, 0.39792144298553467, 1.027538776397705, -0.9771732687950134, 2.636679172515869, 0.19355885684490204, -0.9527289867401123, 0.07958578318357468]"
3100,"[3.283067226409912, 0.4034196734428406, -0.12556339800357819, -1.9471207857131958, 1.2540502548217773, -2.044400453567505, -0.8706983923912048, 0.9320229887962341, -1.985098123550415, 2.241541624069214]"
3110,"[0.26663750410079956, -0.9314132332801819, 1.6839715242385864, 0.012322716414928436, 1.7178876399993896, 1.3296524286270142, -1.1258795261383057, -0.8896453976631165, 0.5536675453186035, 0.10170730948448181]"
3130,"[0.023308005183935165, 0.32085731625556946, -0.6310909390449524, -0.12142570316791534, 1.0769000053405762, -0.6758566498756409, -0.11578327417373657, 1.192636489868164, -0.4140922427177429, 1.391177773475647]"
3160,"[1.8986706733703613, 0.44620728492736816, -0.6667563915252686, 0.8099280595779419, 0.5735751986503601, 3.486675977706909, -2.0427258014678955, -1.0076534748077393, 0.23180349171161652, 0.35553690791130066]"
3190,"[0.312470018863678, -0.5814605951309204, 1.2135130167007446, 0.30937162041664124, 0.40624934434890747, 0.03719596192240715, -1.1735459566116333, 1.240517258644104, -0.037392448633909225, 0.894195020198822]"
3200,"[-0.8330239057540894, 0.3410600423812866, 1.7298039197921753, 0.27425169944763184, 0.3046411871910095, 0.5310634970664978, -0.012950189411640167, 1.3439745903015137, 2.4523448944091797, -0.3562563359737396]"
3210,"[1.1991281509399414, -1.5965996980667114, -2.394357442855835, -0.1042051613330841, -0.5378939509391785, 1.3568869829177856, 0.3653571903705597, 1.768555998802185, -0.23529265820980072, 0.635773241519928]"
3260,"[0.06050670146942139, 1.2911272048950195, -1.0679007768630981, 0.5278571248054504, -1.3781713247299194, 0.30569523572921753, 1.812129020690918, -1.4733543395996094, 1.3321083784103394, -3.456648826599121]"
3300,"[2.3611834049224854, -0.01753910630941391, -0.16521577537059784, -0.7622753381729126, -1.3614574670791626, -0.6327189207077026, 0.7808302044868469, 0.3565906286239624, -2.529451608657837, 0.8638994097709656]"
3310,"[-0.18154297769069672, 0.4078979194164276, 0.10882294178009033, -1.1004935503005981, 0.06037728115916252, -1.4979407787322998, 1.4943479299545288, 0.20743216574192047, -0.24587686359882355, 0.5278034806251526]"
3350,"[-1.4014395475387573, -0.9892852902412415, 0.6589678525924683, -0.7485345602035522, -2.106259822845459, -1.7781049013137817, 0.33671605587005615, 1.1726256608963013, -0.42687422037124634, 1.9255139827728271]"
3360,"[0.6129233241081238, -1.0180221796035767, 0.14325718581676483, 0.10175201296806335, 0.2641284167766571, -0.25974008440971375, 1.6660616397857666, 1.294351577758789, -0.42427676916122437, -0.11809062957763672]"
3400,"[-0.23073506355285645, -0.1680733859539032, 0.548124372959137, -1.49757719039917, -1.3376421928405762, -0.18763871490955353, -0.08596058934926987, -0.4523419439792633, -0.7731070518493652, -0.012684576213359833]"
3430,"[1.0197088718414307, 0.9880279302597046, 0.13398374617099762, 0.8442981243133545, 0.8760098814964294, -0.6370531320571899, 0.5267577767372131, -0.5939555168151855, 1.2968941926956177, 0.4360944926738739]"
3440,"[0.5159207582473755, 0.13963310420513153, -0.7380068302154541, 0.15274518728256226, -0.38650164008140564, -0.5368662476539612, -0.8136195540428162, 0.4447079598903656, 0.15615475177764893, 1.1898013353347778]"
3450,"[0.7337566614151001, -1.1218003034591675, 0.4349781572818756, 0.7819648385047913, -1.1497609615325928, 1.428389549255371, -0.4109176695346832, 1.3621163368225098, 0.49189862608909607, -0.5781463980674744]"
3470,"[0.18855632841587067, 2.309166193008423, 0.3513903021812439, 0.7414371967315674, -1.297469973564148, -1.5510743856430054, -1.377411127090454, 0.8586180210113525, 0.025029651820659637, -2.0155837535858154]"
3500,"[0.791926383972168, 2.056058645248413, -0.8346344828605652, 0.409694641828537, -0.9354976415634155, 0.1238221675157547, 0.3630508482456207, -1.335121989250183, 1.0354361534118652, 1.1285637617111206]"
3510,"[2.4767544269561768, 2.4937033653259277, 0.3791440427303314, 0.180710107088089, 0.4527296721935272, 0.051738545298576355, -1.2220913171768188, 0.2669772505760193, 0.030107920989394188, 0.7745593786239624]"
3520,"[-0.3953244686126709, 0.2501828074455261, 0.20234791934490204, 1.0592821836471558, -0.37386709451675415, 0.18134106695652008, 0.25582316517829895, 0.035889435559511185, -1.0769047737121582, 0.37804293632507324]"
3630,"[0.34873664379119873, -1.3379361629486084, 0.45859843492507935, 0.37598589062690735, -0.5407134294509888, -2.5844688415527344, 2.7470858097076416, -0.006914299447089434, 0.21450941264629364, 0.013969848863780499]"
3680,"[-0.28321969509124756, 1.2532472610473633, -0.5760786533355713, -0.03871288523077965, 2.0633704662323, -0.21033982932567596, -0.04756796360015869, -0.38802289962768555, -1.1938601732254028, 0.7230677008628845]"
3690,"[0.4184729754924774, -0.13851690292358398, 0.8181653022766113, 0.15237748622894287, -0.8869966268539429, 0.4484484791755676, -0.820177435874939, 0.4247133135795593, 0.4421283006668091, -0.02434062771499157]"
3700,"[-1.717142939567566, 0.5613160729408264, 0.005774832796305418, -1.111177682876587, -1.2167421579360962, -0.13758063316345215, 0.43077170848846436, 0.6696720123291016, -1.015512228012085, 1.7906790971755981]"
3720,"[-0.4188612103462219, -0.7091376185417175, 1.4098974466323853, -0.6395460963249207, -0.24986980855464935, -1.349043369293213, 1.0433598756790161, -1.3092957735061646, 0.24508070945739746, 0.19814199209213257]"
3730,"[-1.4545767307281494, 0.6540738940238953, 1.9717381000518799, 0.316150039434433, 0.4835090637207031, -2.9042248725891113, -0.2748637795448303, -1.9902360439300537, -0.5459393262863159, 1.8794325590133667]"
3740,"[0.6236003637313843, 0.35532015562057495, 1.570105791091919, 0.04175667464733124, 3.2775914669036865, -0.6306846141815186, -0.05354733392596245, 2.0303685665130615, 0.9618771076202393, 0.9849813580513]"
3760,"[-0.28095102310180664, 0.12033075839281082, -1.013222098350525, 0.44045940041542053, -0.14338146150112152, -1.020227313041687, 1.001552939414978, 1.4213563203811646, -0.22843042016029358, 0.07981682568788528]"
3770,"[0.20430612564086914, -1.7054767608642578, 0.0359591506421566, 1.7531044483184814, -0.3594481945037842, 2.053097724914551, 1.4910130500793457, 0.8515625, -0.13520044088363647, -0.6414240598678589]"
